6,generation : 100000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
32,generation : 234,18,17,17,17,17,16,16,18,17,15,17,17,17,16,17,14,17,20,17,16,12,16,13,16,18,15,16,15,19,20,21,12,17,17,15,18,16,18,17,20,18,15,18,17,17,17,10,15,17,16,13,17,15,13,13,16,13,17,16,17,18,18,16,21,14,17,13,18,18,14,16,17,21,17,15,12,16,14,17,14,17,13,13,12,16,16,19,17,17,19,18,15,13,16,17,18,18,16,17,18,19,16,16,13,17,15,20,17,16,17,18,16,17,18,16,18,16,16,16,20,14,15,18,13,17,16,17,14
37,generation : 216,19,18,16,19,18,16,15,14,17,19,18,17,18,19,20,16,20,16,15,20,14,18,19,19,14,18,10,18,16,16,20,16,18,17,15,16,19,16,15,18,11,19,17,17,15,15,15,19,13,16,15,18,16,19,13,19,14,20,16,10,18,14,16,14,18,15,14,16,18,14,18,18,18,15,18,14,16,14,18,9,16,9,16,15,16,18,18,19,18,18,16,19,16,18,11,14,18,16,15,15,19,18,19,19,18,16,15,18,18,20,13,19,14,16,20,15,18,15,15,19,15,13,14,13,18,20,18,14
40,generation : 233,13,13,12,12,13,14,11,10,12,7,13,14,13,12,7,10,13,8,14,16,14,7,13,12,15,9,14,16,13,10,13,13,10,16,13,12,13,14,15,13,13,13,15,13,15,10,14,14,15,10,14,8,15,9,13,13,14,9,13,13,16,13,9,13,11,13,16,9,14,14,13,14,16,12,16,13,16,8,15,15,10,13,10,16,15,14,13,13,9,13,9,15,14,14,16,15,14,16,13,13,13,12,16,14,14,15,13,12,16,16,10,12,16,15,13,13,12,12,7,9,16,16,13,9,16,7,16,15
29,generation : 281,18,17,21,17,19,20,20,19,18,18,20,22,18,19,21,18,22,17,19,20,18,22,20,18,20,21,20,21,18,17,18,18,18,23,21,18,21,20,20,19,18,18,20,21,19,21,18,21,17,20,23,17,20,21,20,23,20,19,18,19,21,17,18,18,18,21,19,18,20,18,17,20,22,21,18,18,18,17,18,18,18,22,17,21,18,20,20,20,22,22,22,18,20,22,20,19,17,20,18,18,20,21,19,22,18,18,21,21,23,22,21,21,21,22,19,20,21,21,18,18,16,21,19,20,22,20,20,20
54,generation : 243,14,22,13,14,16,21,13,14,20,18,8,17,13,14,17,13,17,22,17,14,15,19,15,20,14,12,22,10,10,14,16,15,14,11,14,12,17,13,13,14,15,15,10,13,17,21,22,13,10,17,15,13,14,16,13,14,13,18,14,11,14,12,17,14,16,17,20,14,10,17,14,14,12,16,14,13,13,10,17,16,16,14,12,11,22,20,15,12,19,13,16,16,12,14,15,10,20,17,14,17,16,22,12,8,11,11,16,13,16,8,17,22,8,14,17,21,14,14,14,17,10,14,17,20,14,20,13,15,15,12,13,17,18,14,13,13,17,13,10,13,14,17,21,16,17,15,15,10,14,13,12,19,14,13,17,15,14,18,19,12,19,15,17,12,15,13,15,21,12,13,16,16,18,15,13,13,12,11,14,10,14,16,13,17,21,14,17,13,19,12,16,15,15,14,17,13,13,14,20,18,22,13,16,13,21,14,18,17,16,12,17,17,13,15,12,8,15,13,11,13,15,12,16,12,12,20,16,11,21,16,14,14,15,13,16,14,15,21,14,17,13,14,18,16,18,16,14,16,12,12,17,17,17,15,17,10,21,24,17,12,14,14,15,16,14,13,14,11,21,15,14,13,12,14,14,10,13,17,22,13,15,12,13,13,12,16,13,14,7,10,12,13,14,12,17,9,15,12,12,10,17,14,17,14,12,17,11,13,14,14,17,14,14,11,11,13,13,19,13,13,13,16,14,17,13,14,17,15,20,11,13,14,17,13,17,20,13,21,11,8,13,18,22,12,17,14,12,20,12,16,13,17,12,14,14,13,13,13,16,11,14,9,15,20,14,10,16,20,14,16,16,13,14,15,14,17,17,15,17,14,12,17,20,19,12,16,15,12,17,20,14,17,17,13,12,14,15,11,11,12,19,12,22,17,20,16,12,14,22,16,17,8,12,16,17,13,21,15,17,12,17,12,15,13,14,16,15,14,14,13,14,20,15,14,11,17,17,14,18,11,17,9,13,14,13,22,17,18,15,9,21,17,13,13,15,13,11,14,13,14,14,13,12,12,11,17,10,16,13,14,22,14,14,12,15,12,21,20,21,19,21,15,13,15,11,14,16,17,15,11,14,18,13,21,18,16,12,19,10,15,12,15,12,17,20,13,11,13,15,14,12,13
46,generation : 223,18,18,17,22,22,23,18,22,15,24,22,21,23,17,17,24,19,20,22,21,20,19,22,18,21,15,22,15,17,17,19,22,14,22,20,22,15,24,21,19,20,17,18,15,22,15,21,19,18,24,16,15,21,22,20,14,17,17,19,23,16,20,15,22,23,23,22,22,24,25,17,23,22,17,22,14,19,22,15,17,18,18,19,22,20,22,18,20,21,17,21,20,23,17,16,18,22,17,22,19,15,22,23,20,24,22,22,17,19,22,21,22,23,21,22,17,15,19,24,17,24,14,23,18,17,19,23,22,21,14,15,15,22,23,22,23,20,17,22,22,23,18,19,22,18,20,22,18,16,17,22,22,22,22,22,21,22,23,17,18,20,22,23,18,20,21,21,17,14,15,19,24,15,23,18,22,18,22,20,23,22,24,19,13,18,22,20,24,22,20,17,23,17,24,20,23,22,18,23,15,22,18,22,17,17,15,14,20,23,22,22,17,22,14,20,23,16,23,23,14,23,22,17,18,24,15,22,15,22,24,22,15,20,15,18,20,16,22,22,21,24,15,22,22,22,22,22,24,22,22,23,18,22,18,17,22,20,19,23,14,22,23,22,15,24,22,22,17,19,22,22,21,15,15,17,15,20,15,22,22,19,23,23,24,22,22,19,23,21,20,17,22,15,19,22,18,15,20,23,23,21,22,22,23,14,25,19,15,16,22,18,23,22,17,17,24,22,17,21,16,14,20,22,14,22,22,19,18,19,15,23,14,15,19,21,22,14,20,22,23,17,18,21,24,22,19,22,23,18,22,16,18,24,16,22,16,14,20,16,22,22,22,23,20,19,17,16,22,23,15,22,22,18,22,21,23,19,24,24,15,16,19,24,13,15,20,21,18,22,22,22,16,22,17,19,22,25,22,14,22,23,17,15,22,15,20,23,14,23,22,23,23,19,23,24,23,19,24,18,23,22,15,22,15,23,14,16,22,17,22,23,17,23,15,23,16,16,17,22,15,15,22,23,16,22,16,15,22,15,19,15,19,20,20,22,21,20,23,23,23,18,17,20,18,22,19,15,18,15,21,22,17,22,15,17,18,22,22,20,20,18,23,22,23,18,15,21,22,22,21,19,16,21,22,14,17,16,15,19,18,18,21,24,18,20,23,22,22,23,22,21,17
49,generation : 221,13,12,14,16,11,16,16,17,15,14,18,20,12,15,12,13,12,12,14,15,12,18,16,11,16,11,16,15,15,14,17,12,17,13,14,12,15,14,13,11,13,11,16,17,13,14,13,17,14,14,12,13,12,15,18,15,20,14,14,18,13,14,17,12,15,13,14,9,13,14,18,15,17,22,18,15,15,16,13,18,14,13,13,17,15,16,12,14,13,16,18,10,16,14,18,14,13,15,12,15,15,18,15,12,12,16,17,14,17,17,13,13,12,15,16,13,13,17,12,12,13,18,14,17,13,17,15,17,17,17,16,12,15,19,17,12,14,17,15,9,17,15,15,12,13,17,18,12,12,14,18,18,15,18,16,17,13,19,18,12,14,14,15,14,17,11,12,15,15,13,15,20,15,14,17,16,13,14,15,20,12,17,19,17,13,15,15,12,12,10,17,12,20,14,15,18,17,15,13,12,16,13,13,17,14,12,12,17,12,12,17,15,16,17,12,10,12,14,14,13,19,18,15,10,17,14,14,15,12,16,15,11,15,20,15,12,13,13,14,12,10,13,16,12,14,16,15,16,16,16,20,15,16,13,11,12,11,16,16,12,17,11,12,14,15,11,17,12,10,17,18,15,15,14,12,11,17,10,18,15,13,17,14,13,15,15,17,13,14,17,16,12,12,16,13,15,13,13,14,14,17,15,17,12,12,17,11,18,17,13,14,18,16,15,14,19,13,16,11,14,10,11,14,15,15,13,21,18,20,11,13,14,12,12,15,15,13,13,14,14,18,14,14,13,11,14,14,16,15,18,17,11,15,14,17,15,12,17,17,15,12,15,14,12,13,16,17,11,18,16,13,13,12,10,14,14,12,12,14,14,11,18,12,18,14,13,15,15,17,15,16,12,18,16,12,20,14,17,21,15,12,18,17,17,14,12,16,12,12,11,15,14,11,17,15,17,16,18,17,18,14,12,13,19,18,15,13,15,17,11,12,13,14,17,17,16,17,15,16,16,13,14,18,15,11,11,14,14,12,17,12,15,17,11,16,22,13,11,12,17,19,17,14,16,10,18,12,11,15,13,15,18,17,17,13,18,13,19,12,17,14,15,14,13,14,18,11,14,22,16,18,15,16,13,16,16,18,11,13,15,13,18,17,11,14,17,13,14,17,15,15,14
57,generation : 275,4,5,0,0,2,1,1,-1,4,2,3,0,0,3,5,1,6,6,0,2,5,1,3,1,3,3,3,1,1,0,6,6,0,1,5,3,3,1,4,1,0,2,1,0,4,0,0,5,4,2,5,1,0,3,0,1,4,0,0,4,1,5,1,1,3,4,0,2,1,1,4,0,5,1,1,3,1,1,0,3,1,3,0,0,1,0,0,4,3,0,0,0,1,0,2,1,0,3,0,0,4,4,1,3,0,3,3,1,0,3,1,4,0,1,1,1,1,5,3,5,1,0,3,0,6,5,0,1,6,0,2,3,5,5,5,1,0,3,0,4,0,1,3,3,1,-1,2,3,3,5,1,5,4,4,2,0,0,3,5,0,0,0,3,0,0,1,1,4,4,1,-1,2,3,1,0,1,2,0,0,2,1,2,3,0,5,3,0,2,1,1,5,2,0,5,0,1,5,1,0,5,3,0,3,5,1,4,2,4,0,1,4,0,1,5,1,4,1,0,4,1,-1,2,1,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,4,0,-1,0,1,1,2,0,1,2,3,0,1,0,5,3,4,0,2,2,3,-1,0,0,6,1,0,0,0,0,6,1,2,3,0,1,3,1,1,0,1,1,3,3,0,1,0,2,2,0,3,1,0,0,1,1,0,2,1,3,1,0,1,1,2,2,2,5,4,3,0,1,5,1,1,5,4,1,0,0,1,1,3,1,0,4,0,0,3,0,0,2,1,1,5,4,0,5,2,1,0,0,0,1,2,3,0,0,0,0,2,1,7,1,1,3,1,1,2,-1,4,0,1,0,1,1,4,1,0,5,5,0,1,1,3,2,3,0,0,0,2,1,5,4,1,3,3,1,1,1,2,1,0,5,4,1,0,3,2,0,0,2,1,1,3,4,2,0,1,0,2,3,0,0,3,2,0,2,1,1,0,2,3,2,3,0,4,0,5,0,0,3,-1,2,0,0,1,1,1,1,4,0,0,0,2,0,0,5,0,0,3,2,1,2,0,2,5,3,4,4,3,0,1,5,4,0,0,0,0,1,5,1,0,0,0,5,0,4,5,2,1,0,4,6,5,0,5,3,2,3,2,5,1,0,0,0,0,1,1,1,3,1,0,0,1,1,3,4,1,2,3,4,2,1
15,generation : 100000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
30,generation : 9599,3,2,3,2,1,2,1,3,2,4,3,3,2,2,2,0,2,0,3,3,4,2,3,3,1,4,2,2,4,3,1,2,0,1,1,3,1,2,3,1,1,3,2,0,1,2,2,1,0,2,2,1,2,2,4,0,0,1,1,3,2,2,3,3,1,2,2,3,2,3,1,2,3,3,2,3,2,2,2,3,2,4,1,1,2,3,2,3,2,2,4,0,3,3,2,3,2,3,3,1,3,2,2,0,2,2,3,3,2,0,3,3,3,2,0,3,2,2,2,2,3,2,2,3,2,3,0,1
